ID,GESCHL,GEBJAHR,BERUFSTAETIG,ARBEITSSTD,ARZTBES,RAUCH,GRO,GEW,SCHULABSCHLUSS,SCHULABSCHLUSS_V,SCHULABSCHLUSS_M,HOE_ABSCHLUSS,HOE_ABSCHLUSS_V,HOE_ABSCHLUSS_M,NETTO,ZUFR
134,WEIBLICH,1975,HAUPTBERUFL.GANZTAGS,40,0,NEIN,171,70,MITTLERE REIFE,FACHHOCHSCHULREIFE,FACHHOCHSCHULREIFE,LEHRE,"MEISTER, TECHNIKER","MEISTER, TECHNIKER",1100,8
1039,MAENNLICH,1951,NICHT ERWERBSTAETIG,,1,JA,166,81,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",2000,9
2498,MAENNLICH,1937,NICHT ERWERBSTAETIG,,1,NEIN,170,80,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","MEISTER, TECHNIKER",,,1200,8
522,MAENNLICH,1939,NICHT ERWERBSTAETIG,,4,NEIN,178,101,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,700,5
1978,MAENNLICH,1974,HAUPTBERUFL.GANZTAGS,40,2,NEIN,184,85,FACHHOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE",MITTLERE REIFE,FACHHOCHSCHULABSCHL.,KAUFMAENNISCHE LEHRE,KAUFMAENNISCHE LEHRE,,8
1635,MAENNLICH,1953,NICHT ERWERBSTAETIG,,1,NEIN,188,86,HOCHSCHULREIFE,HOCHSCHULREIFE,MITTLERE REIFE,FACHHOCHSCHULABSCHL.,HOCHSCHULABSCHLUSS,KAUFMAENNISCHE LEHRE,2000,8
2009,WEIBLICH,1960,HAUPTBERUFL.GANZTAGS,40,0,JA,170,63,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE",MITTLERE REIFE,"MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE",KAUFMAENNISCHE LEHRE,1300,7
371,MAENNLICH,1965,HAUPTBERUFL.GANZTAGS,50,1,JA,178,85,FACHHOCHSCHULREIFE,,,"MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE",,,9
2785,WEIBLICH,1949,NICHT ERWERBSTAETIG,,3,NEIN,175,82,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",KEIN ABSCHLUSS,KEIN ABSCHLUSS,KEIN ABSCHLUSS,345,8
3015,MAENNLICH,1958,HAUPTBERUFL.GANZTAGS,60,2,JA,185,89,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",MITTLERE REIFE,ANDERER ABSCHLUSS,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",2200,8
328,MAENNLICH,1983,HAUPTBERUFL.GANZTAGS,40,0,JA,183,74,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",ANDERER ABSCHLUSS,KEIN ABSCHLUSS,KEIN ABSCHLUSS,1800,10
2519,MAENNLICH,1943,HAUPTBERUFL.GANZTAGS,40,1,NEIN,173,71,HOCHSCHULREIFE,,,HOCHSCHULABSCHLUSS,,,1700,8
2885,MAENNLICH,1992,NICHT ERWERBSTAETIG,,3,JA,160,71,HOCHSCHULREIFE,HOCHSCHULREIFE,MITTLERE REIFE,KEIN ABSCHLUSS,HOCHSCHULABSCHLUSS,KAUFMAENNISCHE LEHRE,800,8
2311,MAENNLICH,1981,HAUPTBERUFL.GANZTAGS,45,1,NEIN,176,73,HOCHSCHULREIFE,HOCHSCHULREIFE,MITTLERE REIFE,LEHRE,HOCHSCHULABSCHLUSS,KAUFMAENNISCHE LEHRE,2000,8
3110,MAENNLICH,1931,NICHT ERWERBSTAETIG,,1,JA,179,92,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",ANDERER ABSCHLUSS,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",2000,8
2958,WEIBLICH,1965,HAUPTBERUFL.GANZTAGS,70,1,JA,162,70,OHNE ABSCHLUSS,,"VOLKS-,HAUPTSCHULE",ANDERER ABSCHLUSS,FACHHOCHSCHULABSCHL.,KEIN ABSCHLUSS,2150,8
172,WEIBLICH,1966,HAUPTBERUFL.HALBTAGS,30,0,NEIN,167,95,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",ANDERER ABSCHLUSS,KEIN ABSCHLUSS,KEIN ABSCHLUSS,650,9
2282,WEIBLICH,1980,HAUPTBERUFL.GANZTAGS,45,1,NEIN,160,56,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",FACHHOCHSCHULABSCHL.,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",3000,8
3268,WEIBLICH,1943,NICHT ERWERBSTAETIG,,3,JA,168,83,FACHHOCHSCHULREIFE,MITTLERE REIFE,MITTLERE REIFE,FACHHOCHSCHULABSCHL.,,KAUFMAENNISCHE LEHRE,750,10
1155,MAENNLICH,1937,NICHT ERWERBSTAETIG,,0,NEIN,184,76,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,,8
2599,MAENNLICH,1970,HAUPTBERUFL.GANZTAGS,60,0,NEIN,182,104,MITTLERE REIFE,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE",ANDERER ABSCHLUSS,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,5000,10
1716,WEIBLICH,1954,HAUPTBERUFL.GANZTAGS,40,2,NEIN,174,85,MITTLERE REIFE,MITTLERE REIFE,MITTLERE REIFE,LEHRE,"MEISTER, TECHNIKER",KAUFMAENNISCHE LEHRE,665,9
953,MAENNLICH,1989,NICHT ERWERBSTAETIG,,6,NEIN,168,82,OHNE ABSCHLUSS,,"VOLKS-,HAUPTSCHULE",KEIN ABSCHLUSS,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",,8
863,MAENNLICH,1992,NEBENHER BERUFSTAE.,,3,NEIN,183,60,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE",MITTLERE REIFE,KEIN ABSCHLUSS,KEIN ABSCHLUSS,KAUFMAENNISCHE LEHRE,1000,2
2685,WEIBLICH,1966,HAUPTBERUFL.GANZTAGS,50,2,NEIN,170,73,HOCHSCHULREIFE,HOCHSCHULREIFE,MITTLERE REIFE,FACHHOCHSCHULABSCHL.,,"GEWERBL.,LANDW.LEHRE",1300,4
2723,WEIBLICH,1964,NICHT ERWERBSTAETIG,,1,JA,168,80,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE","MEISTER, TECHNIKER",680,5
151,MAENNLICH,1973,HAUPTBERUFL.GANZTAGS,50,2,NEIN,178,74,FACHHOCHSCHULREIFE,FACHHOCHSCHULREIFE,MITTLERE REIFE,"MEISTER, TECHNIKER",FACHHOCHSCHULABSCHL.,KAUFMAENNISCHE LEHRE,3800,9
3037,WEIBLICH,1979,HAUPTBERUFL.GANZTAGS,50,1,NEIN,166,70,FACHHOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE",MITTLERE REIFE,LEHRE,"MEISTER, TECHNIKER",HOCHSCHULABSCHLUSS,,7
2113,MAENNLICH,1958,NICHT ERWERBSTAETIG,,5,NEIN,172,86,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",FACHHOCHSCHULABSCHL.,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,2900,8
3422,MAENNLICH,1963,NICHT ERWERBSTAETIG,,0,JA,179,114,MITTLERE REIFE,MITTLERE REIFE,MITTLERE REIFE,FACHHOCHSCHULABSCHL.,"MEISTER, TECHNIKER",FACHHOCHSCHULABSCHL.,3000,9
507,WEIBLICH,1956,HAUPTBERUFL.HALBTAGS,20,2,NEIN,168,89,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",ANDERER ABSCHLUSS,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,506,10
1203,MAENNLICH,1980,HAUPTBERUFL.GANZTAGS,45,3,NEIN,176,80,HOCHSCHULREIFE,MITTLERE REIFE,MITTLERE REIFE,KEIN ABSCHLUSS,FACHHOCHSCHULABSCHL.,"GEWERBL.,LANDW.LEHRE",1000,9
313,WEIBLICH,1959,HAUPTBERUFL.HALBTAGS,25,1,NEIN,155,62,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",KEIN ABSCHLUSS,KAUFMAENNISCHE LEHRE,KAUFMAENNISCHE LEHRE,1200,9
1339,MAENNLICH,1933,NICHT ERWERBSTAETIG,,0,JA,179,72,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KAUFMAENNISCHE LEHRE,769,1
2800,WEIBLICH,1948,NICHT ERWERBSTAETIG,,3,NEIN,168,63,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,100,4
2682,MAENNLICH,1993,HAUPTBERUFL.GANZTAGS,45,2,JA,184,73,MITTLERE REIFE,MITTLERE REIFE,MITTLERE REIFE,KEIN ABSCHLUSS,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",1000,8
358,MAENNLICH,1965,HAUPTBERUFL.GANZTAGS,45,1,NEIN,170,73,FACHHOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,KEIN ABSCHLUSS,KEIN ABSCHLUSS,2140,8
3065,MAENNLICH,1982,HAUPTBERUFL.GANZTAGS,50,2,NEIN,174,73,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KAUFMAENNISCHE LEHRE,1800,10
2343,MAENNLICH,1937,NICHT ERWERBSTAETIG,,2,NEIN,178,74,FACHHOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",FACHHOCHSCHULABSCHL.,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,745,9
1382,MAENNLICH,1977,HAUPTBERUFL.GANZTAGS,40,2,NEIN,178,74,FACHHOCHSCHULREIFE,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE",FACHHOCHSCHULABSCHL.,"MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE",4500,5
1990,MAENNLICH,1952,HAUPTBERUFL.GANZTAGS,38,1,NEIN,186,96,MITTLERE REIFE,MITTLERE REIFE,MITTLERE REIFE,"MEISTER, TECHNIKER","MEISTER, TECHNIKER",KEIN ABSCHLUSS,4500,10
2153,MAENNLICH,1931,NICHT ERWERBSTAETIG,,0,JA,169,73,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,KAUFMAENNISCHE LEHRE,KAUFMAENNISCHE LEHRE,1600,10
3185,MAENNLICH,1970,HAUPTBERUFL.GANZTAGS,60,0,NEIN,183,86,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",ANDERER ABSCHLUSS,KEIN ABSCHLUSS,"MEISTER, TECHNIKER",,10
3340,WEIBLICH,1958,NICHT ERWERBSTAETIG,,1,NEIN,175,81,"VOLKS-,HAUPTSCHULE",MITTLERE REIFE,"VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",450,9
2208,MAENNLICH,1957,HAUPTBERUFL.GANZTAGS,40,1,NEIN,186,140,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KAUFMAENNISCHE LEHRE,2100,10
2145,WEIBLICH,1986,HAUPTBERUFL.GANZTAGS,40,1,JA,163,56,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",1350,9
307,MAENNLICH,1966,HAUPTBERUFL.HALBTAGS,"19,2",2,NEIN,180,90,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,ANDERER ABSCHLUSS,KEIN ABSCHLUSS,1400,10
143,MAENNLICH,1956,NICHT ERWERBSTAETIG,,0,NEIN,178,105,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",750,8
3443,WEIBLICH,1963,HAUPTBERUFL.GANZTAGS,40,0,NEIN,159,60,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"MEISTER, TECHNIKER",KEIN ABSCHLUSS,2000,7
2287,WEIBLICH,1982,HAUPTBERUFL.GANZTAGS,44,1,JA,168,65,"VOLKS-,HAUPTSCHULE",MITTLERE REIFE,MITTLERE REIFE,KEIN ABSCHLUSS,"MEISTER, TECHNIKER",KAUFMAENNISCHE LEHRE,850,10
1726,WEIBLICH,1958,HAUPTBERUFL.GANZTAGS,50,1,JA,167,78,"VOLKS-,HAUPTSCHULE",MITTLERE REIFE,MITTLERE REIFE,LEHRE,"MEISTER, TECHNIKER",FACHHOCHSCHULABSCHL.,1950,9
1085,MAENNLICH,1940,NICHT ERWERBSTAETIG,,3,NEIN,166,63,FACHHOCHSCHULREIFE,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",385,8
2234,MAENNLICH,1943,NICHT ERWERBSTAETIG,,1,NEIN,180,93,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,800,10
2955,WEIBLICH,1978,NICHT ERWERBSTAETIG,,1,NEIN,175,95,MITTLERE REIFE,MITTLERE REIFE,MITTLERE REIFE,ANDERER ABSCHLUSS,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",1084,10
3157,WEIBLICH,1950,HAUPTBERUFL.HALBTAGS,25,1,JA,160,58,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","MEISTER, TECHNIKER",KEIN ABSCHLUSS,KEIN ABSCHLUSS,214,7
3195,MAENNLICH,1938,NICHT ERWERBSTAETIG,,3,NEIN,187,93,"VOLKS-,HAUPTSCHULE",,,LEHRE,,"GEWERBL.,LANDW.LEHRE",3000,8
1286,WEIBLICH,1974,HAUPTBERUFL.GANZTAGS,35,1,JA,170,65,MITTLERE REIFE,,OHNE ABSCHLUSS,LEHRE,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,1500,8
1235,WEIBLICH,1941,NICHT ERWERBSTAETIG,,1,JA,168,63,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","MEISTER, TECHNIKER",KEIN ABSCHLUSS,KEIN ABSCHLUSS,1500,5
1539,WEIBLICH,1991,NICHT ERWERBSTAETIG,,0,NEIN,155,59,HOCHSCHULREIFE,HOCHSCHULREIFE,HOCHSCHULREIFE,ANDERER ABSCHLUSS,HOCHSCHULABSCHLUSS,HOCHSCHULABSCHLUSS,600,8
3284,MAENNLICH,1964,HAUPTBERUFL.GANZTAGS,38,10,NEIN,189,135,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KAUFMAENNISCHE LEHRE,2000,8
1384,MAENNLICH,1970,HAUPTBERUFL.GANZTAGS,60,1,NEIN,170,75,FACHHOCHSCHULREIFE,MITTLERE REIFE,MITTLERE REIFE,"MEISTER, TECHNIKER",KAUFMAENNISCHE LEHRE,"MEISTER, TECHNIKER",10000,8
497,WEIBLICH,1987,HAUPTBERUFL.GANZTAGS,35,0,JA,170,60,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,KEIN ABSCHLUSS,KEIN ABSCHLUSS,2800,10
3400,MAENNLICH,1989,HAUPTBERUFL.GANZTAGS,42,0,NEIN,179,86,MITTLERE REIFE,MITTLERE REIFE,MITTLERE REIFE,LEHRE,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",1200,9
2878,MAENNLICH,1978,HAUPTBERUFL.GANZTAGS,30,1,JA,180,95,HOCHSCHULREIFE,HOCHSCHULREIFE,HOCHSCHULREIFE,LEHRE,HOCHSCHULABSCHLUSS,HOCHSCHULABSCHLUSS,1100,5
2520,MAENNLICH,1947,NICHT ERWERBSTAETIG,,0,NEIN,176,86,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",HOCHSCHULABSCHLUSS,KEIN ABSCHLUSS,KEIN ABSCHLUSS,2000,7
3386,MAENNLICH,1966,HAUPTBERUFL.GANZTAGS,42,3,JA,178,90,HOCHSCHULREIFE,HOCHSCHULREIFE,MITTLERE REIFE,ANDERER ABSCHLUSS,HOCHSCHULABSCHLUSS,KAUFMAENNISCHE LEHRE,,8
1975,MAENNLICH,1943,NICHT ERWERBSTAETIG,,0,NEIN,177,85,HOCHSCHULREIFE,MITTLERE REIFE,MITTLERE REIFE,LEHRE,,KEIN ABSCHLUSS,391,9
764,MAENNLICH,1941,NICHT ERWERBSTAETIG,,3,JA,178,75,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",3600,10
1142,WEIBLICH,1992,NICHT ERWERBSTAETIG,,1,JA,170,89,ANDERER ABSCHLUSS,,,"MEISTER, TECHNIKER",HOCHSCHULABSCHLUSS,"GEWERBL.,LANDW.LEHRE",,7
3130,WEIBLICH,1965,NICHT ERWERBSTAETIG,,1,NEIN,159,63,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,FACHHOCHSCHULABSCHL.,"GEWERBL.,LANDW.LEHRE",1040,9
937,MAENNLICH,1976,HAUPTBERUFL.GANZTAGS,40,1,NEIN,185,112,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,KAUFMAENNISCHE LEHRE,KEIN ABSCHLUSS,1950,8
654,WEIBLICH,1933,NICHT ERWERBSTAETIG,,3,NEIN,160,85,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,3000,8
2650,MAENNLICH,1985,HAUPTBERUFL.GANZTAGS,50,0,NEIN,194,97,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE",OHNE ABSCHLUSS,HOCHSCHULABSCHLUSS,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,1150,8
1105,MAENNLICH,1993,HAUPTBERUFL.GANZTAGS,40,0,JA,183,60,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",KEIN ABSCHLUSS,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",950,4
1690,MAENNLICH,1930,NICHT ERWERBSTAETIG,,6,NEIN,184,82,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",1100,4
2357,WEIBLICH,1964,HAUPTBERUFL.GANZTAGS,50,2,NEIN,168,67,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",ANDERER ABSCHLUSS,"MEISTER, TECHNIKER",KAUFMAENNISCHE LEHRE,1500,7
2360,MAENNLICH,1939,NICHT ERWERBSTAETIG,,30,NEIN,173,81,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",FACHHOCHSCHULABSCHL.,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",4200,5
1839,WEIBLICH,1981,HAUPTBERUFL.GANZTAGS,40,5,JA,170,62,MITTLERE REIFE,,"VOLKS-,HAUPTSCHULE",LEHRE,,"GEWERBL.,LANDW.LEHRE",4000,9
2696,WEIBLICH,1993,NICHT ERWERBSTAETIG,,1,JA,177,,HOCHSCHULREIFE,MITTLERE REIFE,HOCHSCHULREIFE,KEIN ABSCHLUSS,"MEISTER, TECHNIKER",HOCHSCHULABSCHLUSS,,8
2764,WEIBLICH,1938,NICHT ERWERBSTAETIG,,1,JA,179,79,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,KEIN ABSCHLUSS,KEIN ABSCHLUSS,2300,5
331,MAENNLICH,1965,HAUPTBERUFL.GANZTAGS,40,1,NEIN,182,95,HOCHSCHULREIFE,HOCHSCHULREIFE,HOCHSCHULREIFE,HOCHSCHULABSCHLUSS,HOCHSCHULABSCHLUSS,HOCHSCHULABSCHLUSS,4200,8
3078,MAENNLICH,1956,HAUPTBERUFL.GANZTAGS,50,4,NEIN,177,72,MITTLERE REIFE,FACHHOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","MEISTER, TECHNIKER",FACHHOCHSCHULABSCHL.,KAUFMAENNISCHE LEHRE,,5
956,MAENNLICH,1955,HAUPTBERUFL.GANZTAGS,39,0,NEIN,180,90,HOCHSCHULREIFE,HOCHSCHULREIFE,MITTLERE REIFE,LEHRE,HOCHSCHULABSCHLUSS,KEIN ABSCHLUSS,1400,9
1421,WEIBLICH,1939,NICHT ERWERBSTAETIG,,0,NEIN,160,92,OHNE ABSCHLUSS,OHNE ABSCHLUSS,OHNE ABSCHLUSS,KEIN ABSCHLUSS,KEIN ABSCHLUSS,KEIN ABSCHLUSS,,10
2262,WEIBLICH,1968,HAUPTBERUFL.GANZTAGS,37,1,NEIN,165,74,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","MEISTER, TECHNIKER",KEIN ABSCHLUSS,KEIN ABSCHLUSS,425,8
221,MAENNLICH,1964,NEBENHER BERUFSTAE.,,1,NEIN,179,90,MITTLERE REIFE,,,"MEISTER, TECHNIKER",,,450,9
467,WEIBLICH,1970,HAUPTBERUFL.GANZTAGS,43,3,NEIN,170,75,MITTLERE REIFE,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,1700,7
1063,MAENNLICH,1978,NICHT ERWERBSTAETIG,,3,NEIN,170,82,HOCHSCHULREIFE,MITTLERE REIFE,MITTLERE REIFE,HOCHSCHULABSCHLUSS,"MEISTER, TECHNIKER",KAUFMAENNISCHE LEHRE,1100,10
1566,MAENNLICH,1960,HAUPTBERUFL.GANZTAGS,42,1,JA,190,80,MITTLERE REIFE,,"VOLKS-,HAUPTSCHULE",ANDERER ABSCHLUSS,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",2000,7
370,WEIBLICH,1930,NICHT ERWERBSTAETIG,,1,NEIN,165,53,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,450,5
2358,WEIBLICH,1957,NICHT ERWERBSTAETIG,,1,JA,166,,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",ANDERER ABSCHLUSS,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,1200,1
179,WEIBLICH,1967,HAUPTBERUFL.GANZTAGS,40,5,JA,160,70,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,1200,8
838,MAENNLICH,1963,NICHT ERWERBSTAETIG,,2,NEIN,175,79,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KAUFMAENNISCHE LEHRE,,10
2881,MAENNLICH,1974,HAUPTBERUFL.HALBTAGS,28,1,JA,178,78,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE",KAUFMAENNISCHE LEHRE,1200,8
353,WEIBLICH,1989,NEBENHER BERUFSTAE.,,11,JA,158,53,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",HOCHSCHULABSCHLUSS,,KEIN ABSCHLUSS,800,6
171,WEIBLICH,1951,HAUPTBERUFL.GANZTAGS,55,0,NEIN,168,74,HOCHSCHULREIFE,,"VOLKS-,HAUPTSCHULE",HOCHSCHULABSCHLUSS,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,900,7
1048,MAENNLICH,1952,HAUPTBERUFL.GANZTAGS,50,1,NEIN,175,78,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE",MITTLERE REIFE,HOCHSCHULABSCHLUSS,"GEWERBL.,LANDW.LEHRE",KAUFMAENNISCHE LEHRE,,9
3240,WEIBLICH,1952,NICHT ERWERBSTAETIG,,3,NEIN,176,100,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",HOCHSCHULABSCHLUSS,"GEWERBL.,LANDW.LEHRE",KAUFMAENNISCHE LEHRE,2000,8
1268,WEIBLICH,1992,HAUPTBERUFL.GANZTAGS,40,4,NEIN,172,71,MITTLERE REIFE,HOCHSCHULREIFE,HOCHSCHULREIFE,ANDERER ABSCHLUSS,HOCHSCHULABSCHLUSS,HOCHSCHULABSCHLUSS,,6
471,WEIBLICH,1950,NICHT ERWERBSTAETIG,,1,NEIN,156,70,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,KEIN ABSCHLUSS,KEIN ABSCHLUSS,750,9
197,MAENNLICH,1935,NICHT ERWERBSTAETIG,,1,NEIN,176,70,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",,9
